"","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","RISK_Adjustment","TARGET_Adjusted"
"4047327",43,"SelfEmp_Other","College","Married","White_Collar",34585.86,"Male",0,70,0,1
"4048711",45,"Private","HSgrad","Absent","Blue_Collar",54610.25,"Female",0,40,0,0
"4050489",32,"Private","HSgrad","Absent","Blue_Collar",132527.18,"Male",0,40,0,0
"4051301",21,"Private","College","Absent","White_Collar",47414.35,"Female",0,25,0,0
"4051568",32,"SelfEmp_Other","College","Married","Other_Unknown",40288.08,"Male",0,40,0,0
"4061361",31,"Private","College","Absent","Service",71579.7,"Male",0,45,0,0
"4083366",30,"SelfEmp_Other","HSgrad","Married","Blue_Collar",43547.15,"Male",0,60,0,0
"4094530",44,"Consultant","Bachelor","Absent","Blue_Collar",189456.13,"Male",0,99,0,0
"4096413",18,"Private","Pre_HS","Absent","Service",127464.3,"Male",0,30,0,0
"4099987",60,"Consultant","Bachelor","Divorced","Professional",261687.89,"Female",0,10,0,0
"4107842",49,"Government","College","Married","Blue_Collar",48438.96,"Male",0,40,0,0
"4108367",22,"Private","HSgrad","Married","Blue_Collar",65813.54,"Male",0,35,0,0
"4116733",47,"Private","HSgrad","Married","White_Collar",201977.13,"Female",0,20,-1453,1
"4121006",54,"Private","HSgrad","Absent","Professional",82291.28,"Male",0,40,0,0
"4127963",30,"Private","Bachelor","Absent","Professional",95314.79,"Male",0,40,0,0
"4128362",24,"Consultant","College","Unmarried","Blue_Collar",70069.45,"Male",0,45,0,0
"4136703",43,"Private","Pre_HS","Married","Service",32075.56,"Male",0,40,0,0
"4151098",41,"Private","Bachelor","Divorced","White_Collar",68034.9,"Female",0,55,0,0
"4153176",57,"Private","Bachelor","Married","White_Collar",26521.5,"Male",1977,40,7330,1
"4160657",24,"Private","College","Absent","Blue_Collar",139763.94,"Male",0,24,0,0
"4168195",24,"Private","HSgrad","Absent","Service",47686.85,"Male",0,40,0,0
"4172373",36,"Private","HSgrad","Married","Service",44957.03,"Male",0,50,0,0
"4181716",25,"Private","HSgrad","Unmarried","Service",70116.88,"Male",0,40,0,0
"4188390",40,"Private","HSgrad","Divorced","Service",76714.87,"Male",0,40,0,0
"4188956",27,"Private","HSgrad","Divorced","White_Collar",278897.99,"Female",0,40,0,0
"4202636",30,"Private","HSgrad","Married","White_Collar",144481.36,"Female",0,40,0,0
"4204164",44,"Private","Bachelor","Married","Professional",60405.43,"Male",1902,50,4164,1
"4204648",31,"Private","HSgrad","Divorced","White_Collar",225049.48,"Female",0,38,0,0
"4206069",18,"Private","Pre_HS","Absent","Service",65037.68,"Male",0,20,0,0
"4209493",39,"Private","HSgrad","Absent","Blue_Collar",45401.02,"Male",1564,50,6173,1
"4210604",55,"Private","Bachelor","Married","White_Collar",32999.58,"Male",1977,60,8200,1
"4219509",41,"SelfEmp_Other","HSgrad","Absent","Other_Unknown",82889.32,"Female",0,30,0,0
"4228062",24,"Private","HSgrad","Absent","Service",69457.59,"Female",0,48,0,0
"4228263",46,"Private","HSgrad","Absent","Blue_Collar",77205.17,"Female",0,48,0,0
"4232024",45,"Private","Bachelor","Married","White_Collar",34120.79,"Male",0,40,17463,1
"4233732",62,"Government","Bachelor","Married","Professional",27452.47,"Male",0,60,11827,1
"4236873",36,"Private","Pre_HS","Married","Blue_Collar",29073.78,"Male",0,40,0,0
"4238405",25,"SelfEmp_Other","College","Absent","Service",13254.73,"Male",0,60,0,0
"4254629",42,"Private","HSgrad","Married","Blue_Collar",135665.63,"Female",0,40,0,0
"4270526",19,"SelfEmp_Other","HSgrad","Absent","Other_Unknown",171533.02,"Male",0,40,0,0
"4287796",38,"Private","College","Absent","Service",193681.15,"Female",0,50,0,0
"4292213",26,"Private","College","Absent","White_Collar",195976.31,"Male",0,20,0,0
"4312533",22,"SelfEmp_Other","College","Absent","Other_Unknown",53409.99,"Female",0,12,0,0
"4315172",27,"SelfEmp_Other","Bachelor","Married","Other_Unknown",33897.08,"Male",0,50,0,0
"4330936",28,"Private","Pre_HS","Absent","White_Collar",114956.87,"Male",0,40,0,0
"4336652",37,"Private","HSgrad","Married","Service",23972.13,"Male",0,40,0,0
"4339452",21,"Private","College","Absent","Service",164461.64,"Male",0,43,0,0
"4341192",38,"Private","Bachelor","Married","White_Collar",31609.41,"Male",0,40,8872,1
"4345343",74,"SelfEmp_Other","College","Widowed","Other_Unknown",60529.25,"Female",0,3,0,0
"4345440",59,"Government","HSgrad","Widowed","Blue_Collar",110146.06,"Male",1559.333333,40,0,0
"4348527",45,"Private","Bachelor","Married","Professional",25651.97,"Male",0,50,0,1
"4349170",39,"Private","College","Widowed","White_Collar",5226.03,"Female",0,45,0,0
"4350090",23,"Private","Bachelor","Absent","Blue_Collar",120980.4,"Male",0,40,0,0
"4355587",29,"Private","HSgrad","Married","Blue_Collar",48301.94,"Male",0,60,0,0
"4356425",44,"Private","College","Married","White_Collar",9528.22,"Male",0,40,0,0
"4373718",38,"Consultant","College","Absent","Service",23291.16,"Female",0,20,0,0
"4380645",29,"Private","College","Unmarried","Other_Unknown",97217.72,"Female",0,30,0,0
"4384924",21,"Private","Pre_HS","Absent","Professional",70125.29,"Female",0,24,0,0
"4385915",24,"Private","HSgrad","Married","Service",11616.92,"Male",0,50,0,0
"4387401",40,"SelfEmp_Other","Bachelor","Married","Service",48443.01,"Male",0,70,4385,1
"4390758",38,"Private","HSgrad","Divorced","Blue_Collar",148170.22,"Male",0,40,0,0
"4391305",38,"Government","HSgrad","Absent","Service",38001.7,"Male",0,40,0,0
"4396587",24,"Private","HSgrad","Absent","Service",2378.63,"Male",0,38,0,0
"4398573",46,"SelfEmp_Other","College","Married","Service",50055.68,"Male",0,60,10503,1
"4399029",23,"Private","HSgrad","Absent","Service",153876.57,"Male",0,40,0,0
"4399044",58,"Private","Pre_HS","Married","Blue_Collar",3150,"Male",0,40,0,0
"4404017",34,"Private","College","Married","Service",36792.25,"Male",0,62,0,0
"4406299",51,"Private","Bachelor","Absent","Professional",90090.03,"Male",0,40,27828,1
"4411529",40,"Private","Pre_HS","Absent","Blue_Collar",90825.33,"Male",0,49,0,0
"4412566",19,"Private","Pre_HS","Absent","Service",56946.06,"Female",0,20,0,0
"4413601",38,"Private","HSgrad","Married","White_Collar",30927.17,"Male",0,40,4327,1
"4417625",35,"Private","Bachelor","Married","Service",26682.44,"Male",0,20,7688,1
"4423809",41,"Private","College","Married","Blue_Collar",35224.3,"Male",0,60,4090,1
"4425483",23,"Private","Pre_HS","Married","Blue_Collar",20261.1,"Male",0,40,0,0
"4425639",49,"Private","Pre_HS","Married","Blue_Collar",24076.66,"Male",0,48,0,0
"4429760",36,"Private","HSgrad","Widowed","Blue_Collar",178082.65,"Female",0,30,0,0
"4449415",20,"Private","College","Absent","Service",117717.61,"Male",0,40,0,0
"4449560",35,"SelfEmp_Other","College","Married","Service",11328.85,"Male",0,60,8568,1
"4451001",37,"Government","Bachelor","Absent","White_Collar",67520.29,"Male",0,38,0,0
"4460483",29,"Government","Bachelor","Absent","Professional",117495.98,"Male",0,40,0,0
"4467852",26,"Private","College","Absent","White_Collar",83863.35,"Female",0,40,0,0
"4475711",38,"Consultant","HSgrad","Married","Service",35520.73,"Male",0,64,0,0
"4477040",27,"Private","College","Married","Professional",393393.42,"Female",0,50,791,1
"4480150",36,"Private","HSgrad","Married","White_Collar",52940.73,"Male",0,40,0,0
"4482559",40,"Government","Bachelor","Absent","Professional",89901.16,"Male",0,40,0,0
"4493227",36,"Government","College","Married","Service",51114.65,"Male",0,40,0,0
"4493295",32,"Private","Bachelor","Absent","Professional",74199.12,"Male",0,40,5576,1
"4502102",50,"Consultant","HSgrad","Divorced","Professional",43445.15,"Female",0,60,0,0
"4502195",47,"Government","College","Divorced","White_Collar",56729.66,"Male",0,56,344,1
"4505407",61,"SelfEmp_Other","Bachelor","Absent","Other_Unknown",52767.29,"Male",0,7,0,1
"4508455",54,"Private","HSgrad","Married","Blue_Collar",5360.35,"Male",0,44,0,0
"4516220",48,"Private","Bachelor","Married","Service",113867.76,"Female",0,40,99999,1
"4516940",37,"Private","Bachelor","Married","Professional",39289.48,"Male",0,45,14389,1
"4517660",44,"Private","HSgrad","Married","Service",49981.25,"Male",0,40,0,1
"4520829",40,"Private","College","Married","Blue_Collar",35791.19,"Male",0,40,0,0
"4524960",27,"Private","College","Absent","Blue_Collar",108664.63,"Male",0,45,0,0
"4527269",36,"Private","Bachelor","Married","Service",34606.74,"Male",0,40,0,0
"4530435",45,"Private","College","Married","White_Collar",198316.61,"Female",1902,35,3812,1
"4533489",32,"Government","Bachelor","Married","White_Collar",134250.87,"Female",0,55,0,1
"4537353",19,"Private","College","Absent","White_Collar",260015.72,"Female",0,20,0,0
"4538700",22,"Private","HSgrad","Absent","Service",85976.68,"Female",0,40,0,0
"4540171",40,"Private","HSgrad","Absent","Blue_Collar",111604.03,"Female",0,40,0,0
"4542027",45,"Government","HSgrad","Divorced","Service",93983.38,"Female",0,40,0,0
"4546438",45,"Government","College","Divorced","Professional",105763.11,"Female",0,43,0,0
"4558251",42,"Private","College","Absent","White_Collar",97380.27,"Female",0,60,0,0
"4558485",42,"Private","Pre_HS","Married","Blue_Collar",51245.9,"Male",0,30,0,0
"4559741",60,"SelfEmp_Other","HSgrad","Married","Other_Unknown",13061.1,"Male",1848,40,11588,1
"4562337",53,"Private","HSgrad","Divorced","Blue_Collar",102342.44,"Male",0,40,0,0
"4572048",45,"Private","HSgrad","Divorced","White_Collar",130502.82,"Female",0,38,0,0
"4577329",57,"Private","HSgrad","Married","White_Collar",37598.92,"Male",0,50,0,0
"4579400",61,"Consultant","HSgrad","Married","Blue_Collar",29392.56,"Male",1568,50,0,0
"4580432",20,"Private","College","Absent","Service",180841.47,"Female",0,20,0,0
"4584715",43,"SelfEmp_Other","HSgrad","Married","Other_Unknown",47064.34,"Male",0,40,0,0
"4587838",31,"Private","Bachelor","Married","Professional",36692.7,"Male",0,48,15024,1
"4600372",29,"Private","Pre_HS","Absent","Professional",78257.05,"Male",0,40,0,0
"4608348",29,"Private","Bachelor","Absent","Professional",128737.61,"Male",0,40,0,0
"4611333",56,"Private","HSgrad","Married","Blue_Collar",35987.72,"Male",0,60,0,0
"4614197",21,"Private","Pre_HS","Absent","Blue_Collar",67198.88,"Male",0,50,0,0
"4622365",37,"Private","HSgrad","Married","Service",214984.25,"Female",0,60,0,0
"4631716",34,"Government","HSgrad","Unmarried","White_Collar",138982.23,"Female",0,20,0,0
"4633218",40,"Private","College","Married","Professional",39459.43,"Male",0,40,1778,1
"4639176",33,"Private","College","Married","Blue_Collar",12121.85,"Male",0,55,0,0
"4639600",42,"Government","Bachelor","Married","White_Collar",60667.89,"Male",0,52,5139,1
"4644562",31,"Private","College","Married","White_Collar",33700.67,"Male",0,40,0,0
"4647508",58,"Private","Bachelor","Married","Professional",46084.16,"Male",0,40,5885,1
"4649943",37,"Private","HSgrad","Absent","Service",84445.12,"Male",0,50,0,0
"4652713",33,"Private","HSgrad","Divorced","Service",158246.58,"Female",0,40,0,0
"4655009",46,"Private","Bachelor","Married","Service",11056.48,"Male",0,50,7395,1
"4655111",51,"Government","Bachelor","Married","Professional",58901.13,"Female",0,40,3100,1
"4666008",22,"Private","HSgrad","Absent","Service",179631.06,"Male",0,40,0,0
"4666599",61,"SelfEmp_Other","Bachelor","Married","Other_Unknown",49353.08,"Male",0,2,13703,1
"4668300",23,"Private","HSgrad","Absent","Service",105740.62,"Male",0,50,0,0
"4682669",24,"Private","Pre_HS","Absent","Blue_Collar",97678.27,"Male",0,40,0,0
"4689490",30,"Private","Pre_HS","Married","Service",24104.35,"Male",0,40,0,0
"4689637",30,"Private","College","Married","White_Collar",56324.13,"Female",0,40,0,0
"4692559",27,"Private","HSgrad","Married","Blue_Collar",50784.51,"Male",0,40,-173,1
"4694319",20,"Private","Pre_HS","Absent","White_Collar",190280.44,"Female",0,40,0,0
"4694662",46,"Private","Pre_HS","Absent","Blue_Collar",122773.27,"Female",0,40,0,0
"4700366",26,"Private","HSgrad","Absent","Service",131220.35,"Male",0,25,0,0
"4701408",21,"Private","College","Absent","Service",142964.61,"Female",0,20,0,0
"4703983",51,"Private","HSgrad","Married","Service",50330.96,"Male",0,40,0,0
"4715531",27,"Government","HSgrad","Married","Service",96788.66,"Female",0,40,0,0
"4729221",50,"Private","Bachelor","Married","White_Collar",12860.37,"Male",0,40,11649,1
"4738785",51,"Private","Bachelor","Married","Blue_Collar",25755.81,"Male",0,50,0,0
"4741336",17,"Private","Pre_HS","Absent","Service",160238.05,"Male",0,20,0,0
"4751997",29,"Private","HSgrad","Married","Service",37701.18,"Male",0,50,0,0
"4752955",23,"Private","College","Married","Service",291572.84,"Female",0,25,0,0
"4753272",35,"Private","Bachelor","Married","Professional",325013.98,"Female",0,8,7298,1
"4753958",40,"Consultant","HSgrad","Divorced","White_Collar",73617.56,"Male",0,50,0,0
"4762720",27,"Private","Pre_HS","Absent","Service",69852.03,"Male",0,40,0,0
"4763133",19,"Private","College","Absent","Professional",102168.43,"Female",0,40,0,0
"4770990",20,"Private","College","Absent","Service",224389.29,"Male",0,30,0,0
"4777364",38,"Private","College","Married","Service",47401.48,"Male",0,50,7414,1
"4782309",61,"Private","Bachelor","Married","Professional",40935.01,"Male",0,40,4426,1
"4782610",55,"Government","Bachelor","Married","Professional",40516.12,"Male",0,45,7688,1
"4784636",26,"Private","College","Absent","White_Collar",57726.47,"Female",0,40,0,0
"4790985",36,"SelfEmp_Other","College","Married","Service",9113.89,"Male",0,60,15024,1
"4793952",59,"Government","Bachelor","Absent","White_Collar",49513.57,"Female",0,40,0,0
"4800945",61,"Private","Pre_HS","Married","Service",46060.23,"Male",0,40,0,0
"4804248",27,"Private","HSgrad","Married","Blue_Collar",10662.97,"Male",0,53,0,0
"4809463",59,"SelfEmp_Other","Bachelor","Married","Other_Unknown",6964.85,"Male",0,40,0,0
"4820536",39,"Private","HSgrad","Divorced","White_Collar",274431.1,"Female",0,45,0,0
"4823221",45,"Government","HSgrad","Married","White_Collar",21793.84,"Male",1114.666667,40,0,0
"4829979",47,"Government","Bachelor","Married","Professional",16366.22,"Male",0,40,0,0
"4844691",23,"Private","College","Absent","White_Collar",126590.09,"Female",0,40,0,0
"4862788",32,"Private","College","Absent","Service",57984.3,"Female",0,40,0,0
"4864846",32,"Private","Pre_HS","Married","Blue_Collar",37420.49,"Male",0,40,1622,1
"4872030",32,"Private","HSgrad","Absent","Blue_Collar",183554.05,"Male",0,40,0,0
"4878009",56,"Private","HSgrad","Absent","Blue_Collar",157371.23,"Male",0,28,0,0
"4880357",24,"Private","College","Absent","Blue_Collar",102611.6,"Male",0,50,0,0
"4881559",19,"Private","HSgrad","Absent","Service",87617.15,"Female",0,24,0,0
"4885229",52,"Consultant","College","Married","Service",28753.79,"Male",0,60,6321,1
"4888098",31,"Private","Pre_HS","Married","Blue_Collar",42408.09,"Male",0,40,0,0
"4889345",47,"Private","College","Married","Blue_Collar",38787.53,"Male",0,40,0,0
"4890811",46,"Private","College","Married","White_Collar",100347.61,"Female",0,40,2741,1
"4895144",17,"Private","Pre_HS","Absent","Service",61681.73,"Male",0,20,0,0
"4897621",21,"Private","College","Absent","White_Collar",154890.3,"Female",0,15,0,0
"4901863",44,"Government","College","Absent","Blue_Collar",53696.99,"Male",0,44,0,0
"4909545",34,"Private","College","Married","Service",61153.39,"Male",1902,50,11637,1
"4914214",35,"Private","Bachelor","Married","White_Collar",49430.62,"Male",0,45,0,1
"4914481",21,"Private","College","Absent","White_Collar",172456.38,"Female",0,40,0,0
"4917525",20,"Private","College","Absent","Service",84471.66,"Female",0,40,0,0
"4918789",18,"Private","College","Absent","Service",56027.94,"Female",0,20,0,0
"4919773",60,"SelfEmp_Other","Pre_HS","Divorced","Other_Unknown",62317.89,"Male",0,35,0,0
"4921569",34,"Private","Bachelor","Absent","Service",104055.14,"Female",0,40,0,0
"4924726",43,"Private","College","Absent","White_Collar",80053.94,"Male",0,50,0,0
"4928150",22,"Government","College","Absent","White_Collar",82936.28,"Female",0,10,0,0
"4930197",48,"Consultant","College","Married","Service",16557.72,"Male",0,50,4838,1
"4933562",61,"Private","HSgrad","Married","Blue_Collar",13147.86,"Male",1367.333333,20,0,0
"4934504",27,"Private","HSgrad","Absent","Blue_Collar",158458.54,"Male",0,45,0,0
"4935734",33,"Private","Bachelor","Married","White_Collar",40925.7,"Male",0,55,1021,1
"4935771",20,"Private","College","Absent","Service",163772,"Male",0,40,0,0
"4940025",19,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",69773.74,"Female",0,30,0,0
"4941388",33,"Private","HSgrad","Married","Service",27661.6,"Male",0,55,4973,1
"4943700",52,"Private","HSgrad","Married","Blue_Collar",33379.58,"Male",0,40,0,0
"4946567",37,"Private","Bachelor","Absent","White_Collar",94623.76,"Female",0,35,0,0
"4951488",19,"Government","HSgrad","Absent","White_Collar",213011.2,"Female",0,40,0,0
"4958992",47,"Consultant","HSgrad","Married","Service",69200.36,"Male",0,75,4064,1
"4961462",30,"Private","HSgrad","Married","Blue_Collar",33187.91,"Male",0,44,0,0
"4962427",29,"Private","College","Absent","Service",40905.21,"Female",0,40,0,0
"4962764",33,"Government","Bachelor","Absent","Professional",82559.71,"Female",0,40,0,0
"4974903",41,"Government","College","Married","White_Collar",2654.56,"Male",0,40,12482,1
"4977552",44,"SelfEmp_Other","Bachelor","Married","Service",44226.52,"Male",0,50,2861,1
"4987083",33,"Private","Bachelor","Married","White_Collar",151493.63,"Female",0,32,0,1
"4987768",29,"Consultant","HSgrad","Absent","Blue_Collar",50433,"Male",0,50,0,1
"4989781",48,"Private","Bachelor","Married","Professional",74381.26,"Female",0,36,0,1
"4991112",34,"Private","Bachelor","Married","White_Collar",81418.44,"Female",0,45,0,0
"4991634",30,"Private","College","Absent","White_Collar",52915.44,"Male",0,52,0,0
"4996668",23,"Private","HSgrad","Absent","Service",157676.14,"Male",0,35,0,0
"5005813",44,"Government","College","Divorced","Service",101677.29,"Female",0,56,6731,1
"5020138",45,"Private","HSgrad","Widowed","Service",21611.94,"Female",0,50,0,0
"5024034",34,"Private","Pre_HS","Married","Blue_Collar",18208.52,"Male",0,40,0,0
"5027835",41,"SelfEmp_Other","HSgrad","Unmarried","White_Collar",163715.34,"Male",0,40,0,0
"5028042",19,"Private","HSgrad","Absent","Service",184671.16,"Female",0,20,0,0
"5029348",48,"Government","Bachelor","Divorced","Professional",63452.61,"Female",0,40,5226,1
"5036249",40,"Private","College","Married","White_Collar",227449.1,"Female",0,40,7298,1
"5040783",66,"SelfEmp_Other","HSgrad","Married","Other_Unknown",17004.3,"Male",0,30,0,0
"5042008",29,"Private","HSgrad","Divorced","Blue_Collar",192971.42,"Male",0,56,0,0
"5043841",50,"Private","HSgrad","Married","White_Collar",8292.78,"Male",0,40,0,0
"5054126",32,"Government","HSgrad","Divorced","Service",45951.16,"Female",0,25,0,0
"5063409",30,"Private","Bachelor","Absent","Service",153262.9,"Male",0,18,0,0
"5079199",26,"Consultant","College","Unmarried","Blue_Collar",120415.46,"Male",0,30,0,0
"5083260",21,"Private","College","Absent","Service",164221.31,"Male",0,40,0,0
"5083552",29,"Private","Bachelor","Married","Service",71387.94,"Male",0,40,7298,1
"5086101",35,"Private","Pre_HS","Married","Service",48591.21,"Male",0,65,0,0
"5087685",41,"SelfEmp_Other","HSgrad","Married","Blue_Collar",41275.84,"Male",0,50,0,0
"5097839",22,"Private","College","Absent","Blue_Collar",26127.67,"Male",0,40,0,0
"5100635",24,"Private","HSgrad","Divorced","White_Collar",107521.53,"Female",0,50,0,0
"5108328",55,"Consultant","Bachelor","Married","Professional",330573.21,"Female",0,8,0,0
"5110751",27,"Private","HSgrad","Absent","Blue_Collar",208645.63,"Male",0,40,0,0
"5114511",18,"Private","Pre_HS","Absent","Service",127276.93,"Female",0,15,0,0
"5118803",45,"Private","Bachelor","Married","Professional",30060.37,"Male",1977,40,8903,1
"5121776",22,"Private","College","Absent","White_Collar",154675.1,"Female",0,35,0,0
"5124460",49,"Private","College","Married","Blue_Collar",25113.04,"Male",920,42,0,0
"5132331",36,"Private","HSgrad","Divorced","Service",93966.02,"Female",0,30,0,0
"5151739",73,"SelfEmp_Other","HSgrad","Widowed","Other_Unknown",44046.63,"Female",0,8,0,0
"5157458",19,"Government","Pre_HS","Absent","Service",100155.39,"Male",0,20,0,0
"5162451",37,"Private","Bachelor","Married","White_Collar",15834.6,"Male",0,50,0,1
"5168625",21,"SelfEmp_Other","College","Absent","Other_Unknown",107108.44,"Male",0,10,0,0
"5185133",46,"Private","College","Married","Service",48465.11,"Male",0,36,0,0
"5185185",66,"SelfEmp_Other","College","Widowed","Other_Unknown",54347.79,"Female",0,40,0,0
"5189066",54,"SelfEmp_Other","HSgrad","Married","White_Collar",45259.14,"Male",0,98,2446,1
"5192673",65,"Private","Bachelor","Married","White_Collar",43736.99,"Male",0,40,5541,1
"5195494",45,"Private","College","Married","Blue_Collar",35352.57,"Male",0,40,0,1
"5195824",44,"Private","HSgrad","Absent","Blue_Collar",89285.95,"Male",0,60,0,0
"5198017",59,"Government","HSgrad","Married","White_Collar",91243.71,"Female",0,38,11409,1
"5198986",22,"Private","College","Absent","Blue_Collar",285526.27,"Male",0,40,0,0
"5199683",32,"Government","HSgrad","Married","Service",15392.23,"Male",0,41,0,0
"5201451",61,"Private","HSgrad","Married","Blue_Collar",34720.61,"Male",0,40,0,0
"5201637",35,"Private","College","Married","White_Collar",41900.16,"Male",0,60,15024,1
"5209691",44,"Private","College","Married","Professional",50153.16,"Male",0,40,88402,1
"5210369",26,"Private","College","Absent","Service",84098.64,"Male",0,44,0,0
"5220053",35,"Private","Bachelor","Married","Professional",35840.09,"Male",0,50,0,0
"5224758",27,"Private","HSgrad","Married","Blue_Collar",33613.77,"Male",0,80,485,1
"5226913",50,"SelfEmp_Other","Bachelor","Absent","Other_Unknown",85184.47,"Male",0,40,0,0
"5233423",57,"Private","HSgrad","Married","White_Collar",180527.55,"Female",0,38,0,0
"5234467",45,"Private","Bachelor","Married","White_Collar",49376.01,"Male",0,60,7119,1
"5235838",33,"Private","Bachelor","Married","White_Collar",32526.41,"Male",0,50,2452,1
"5252390",34,"Private","HSgrad","Divorced","White_Collar",193043.03,"Male",0,40,0,0
"5256627",67,"SelfEmp_Other","HSgrad","Married","Other_Unknown",14349.23,"Male",0,11,0,0
"5257032",29,"Private","College","Married","Blue_Collar",14845.09,"Male",0,40,9384,1
"5258259",44,"Private","Bachelor","Married","White_Collar",33987.25,"Male",0,40,2851,1
"5263682",21,"Private","HSgrad","Absent","Blue_Collar",177077.59,"Male",0,20,0,0
"5268572",33,"Government","HSgrad","Married","Service",10137.31,"Male",0,40,0,0
"5268782",49,"Private","Bachelor","Married","Professional",50834.09,"Male",0,40,0,0
"5269457",31,"Private","College","Divorced","White_Collar",234830.21,"Female",0,40,0,0
"5282093",19,"Consultant","HSgrad","Absent","Blue_Collar",109743.23,"Male",0,40,0,0
"5282817",35,"Private","Pre_HS","Divorced","Blue_Collar",51457.79,"Male",0,50,0,0
"5288840",70,"Private","Pre_HS","Married","Service",35483.35,"Male",0,40,0,0
"5292303",54,"Private","College","Divorced","White_Collar",65131.3,"Female",0,40,0,0
"5293006",42,"Private","HSgrad","Married","Blue_Collar",17790.18,"Male",1114.666667,40,0,0
"5296852",62,"Private","College","Married","Service",55497.9,"Male",0,20,0,0
"5298607",20,"SelfEmp_Other","College","Absent","Other_Unknown",212562.38,"Male",0,35,0,0
"5303493",46,"Government","HSgrad","Absent","White_Collar",62060.46,"Male",0,40,0,0
"5305420",60,"Government","HSgrad","Married","Service",29586.54,"Male",0,40,0,0
"5305731",27,"Private","Bachelor","Absent","Service",287243.51,"Female",0,20,0,0
"5307090",37,"Government","HSgrad","Divorced","White_Collar",287407.11,"Female",0,40,0,0
"5312827",25,"Private","Pre_HS","Married","Service",18646.05,"Male",0,40,0,0
"5323976",30,"Private","College","Divorced","Professional",106945.97,"Female",0,40,0,0
"5325222",58,"Private","HSgrad","Married","Blue_Collar",19546.74,"Male",0,20,0,0
"5328983",44,"SelfEmp_Other","Bachelor","Married","Other_Unknown",228571.75,"Female",0,16,2009,1
"5333120",31,"Private","Bachelor","Married","Service",28254.49,"Male",0,40,8105,1
"5335298",29,"SelfEmp_Other","Bachelor","Married","Other_Unknown",46767,"Male",0,50,0,1
"5361019",31,"Private","HSgrad","Absent","Blue_Collar",174203.82,"Male",0,42,0,0
"5366598",43,"Private","Pre_HS","Married","White_Collar",26230.68,"Male",0,40,0,0
"5373567",62,"Private","Pre_HS","Married","Blue_Collar",45312.74,"Male",0,40,0,0
"5380782",40,"Private","College","Married","Service",28079.2,"Male",0,40,0,0
"5381070",35,"Consultant","HSgrad","Married","Blue_Collar",95146.95,"Male",0,35,0,0
"5381128",56,"Private","College","Married","Professional",34745.85,"Male",0,45,7047,1
"5382026",38,"Private","Bachelor","Married","Professional",61249.9,"Male",0,40,9475,1
"5391112",30,"Consultant","HSgrad","Divorced","Service",285365.67,"Female",0,40,0,0
"5392478",44,"Government","Bachelor","Married","Service",94124.65,"Female",0,40,15024,1
"5394566",27,"Private","HSgrad","Absent","Service",240908.51,"Male",0,40,0,0
"5401493",31,"Private","HSgrad","Married","White_Collar",160377.84,"Female",0,40,1155,1
"5403117",40,"Private","Bachelor","Married","White_Collar",34666.62,"Male",0,50,5521,1
"5407656",28,"Private","Pre_HS","Married","White_Collar",42357,"Male",0,50,0,1
"5411535",67,"Private","HSgrad","Widowed","Service",99701.35,"Female",0,24,0,0
"5413709",28,"Government","Bachelor","Absent","Service",59390.97,"Male",0,50,0,0
"5414985",33,"Private","College","Divorced","White_Collar",27038.17,"Male",0,40,0,0
"5416740",63,"SelfEmp_Other","Bachelor","Married","Other_Unknown",23044.59,"Male",0,12,0,0
"5425508",20,"Private","College","Absent","Blue_Collar",177677.91,"Male",0,40,0,0
"5428482",42,"Private","Bachelor","Married","Professional",28766.09,"Male",0,40,0,0
"5430773",19,"Private","College","Absent","Service",155493.78,"Female",0,27,0,0
"5433851",25,"Private","Pre_HS","Married","Blue_Collar",58060.15,"Male",0,60,0,0
"5443507",28,"Private","Bachelor","Absent","Professional",115787.94,"Male",0,45,0,0
"5443922",59,"SelfEmp_Other","College","Married","Professional",26498.59,"Male",0,40,791,1
"5467953",49,"Government","College","Married","Blue_Collar",16388.38,"Male",0,40,14497,1
"5475265",34,"Consultant","Bachelor","Married","Blue_Collar",16967.77,"Male",0,40,0,0
"5480800",20,"Private","College","Absent","Service",121890.11,"Male",0,25,0,0
"5482289",22,"Private","College","Absent","Service",194054.26,"Male",0,30,0,0
"5485578",32,"SelfEmp_Other","HSgrad","Married","Other_Unknown",46526.3,"Male",0,40,0,0
"5493168",21,"Government","College","Absent","Service",26834.22,"Male",0,40,0,0
"5507697",45,"Government","HSgrad","Divorced","Service",243776.44,"Female",0,40,0,0
"5510960",49,"SelfEmp_Other","College","Divorced","White_Collar",100800.81,"Male",0,60,0,0
"5521101",26,"SelfEmp_Other","Bachelor","Absent","Other_Unknown",96366.7,"Male",0,44,0,0
"5521114",25,"Government","HSgrad","Absent","White_Collar",41771.75,"Male",0,40,0,0
"5522201",39,"Private","College","Married","White_Collar",53614.87,"Male",0,50,5189,1
"5535163",44,"Government","College","Married","Blue_Collar",17748.54,"Male",0,40,-41,1
"5539926",66,"Private","Bachelor","Married","Professional",27410.54,"Male",0,45,0,1
"5542944",47,"Private","HSgrad","Divorced","Service",28176.12,"Male",0,32,0,0
"5543593",30,"Private","Bachelor","Absent","Blue_Collar",166349.59,"Male",0,10,0,0
"5543739",50,"Private","HSgrad","Married","Blue_Collar",47316.24,"Male",0,40,3997,1
